,sku,Units,Lines,unitspercase
9838,SP04844282_f,9,9,21
9839,AB92324448,17,9,10
9840,SP04809777_f,9,9,21
9841,AB90824429,45,9,168
9842,LB17783475_f,45,9,21
9843,SP04695586,9,9,2
9844,OB11421319,19,9,6
9845,AB72422409_f,18,9,21
9846,YP04887659,9,9,4
9847,MP04885691_f,17,9,21
9848,AB75962924_f,25,9,21
9849,KB14990397,53,9,36
9850,AP04581380,19,9,36
9851,YP04863398,9,9,2
9852,MB78260445_f,22,9,21
9853,SB28194422_f,29,9,21
9854,MB78257092,15,9,32
9855,YB26791720_f,17,9,21
9856,AB68405977_f,9,9,21
9857,MB61367517_f,9,9,21
9858,SP04743607,9,9,18
9859,AB93152185_f,21,9,21
9860,MP04604565_f,9,9,21
9861,LB17476630_f,23,9,21
9862,MP04864951_f,9,9,21
9863,YP04550476_f,9,9,21
9864,AB92842454,9,9,12
9865,AB92806209,14,9,12
9866,AB71602550,17,9,4
9867,SP04888611_f,9,9,21
9868,SB26873787,9,9,82
9869,MP04885766,13,9,8
9870,SP04840786_f,9,9,21
9871,SP04904810,9,9,2
9872,OB11421432,15,9,6
9873,LB17925699,18,9,12
9874,LB17312969,33,9,24
9875,AB72046500,17,9,12
9876,MB14550928,20,9,36
9877,LP04862495_f,9,9,21
9878,SB28269344,20,9,16
9879,AB93525576,16,9,14
9880,MB44515069,13,9,21
9881,YP04913538,16,9,4
9882,AB65672295_f,9,9,21
9883,AB93360317_f,63,9,21
9884,MB25311114,12,9,31
9885,KP04628241,9,9,4
9886,KP04804039_f,9,9,21
9887,SB21233377,22,9,102
9888,SP04793026_f,9,9,21
9889,SB21466623_f,45,9,21
9890,SP04898844,9,9,2
9891,SB27615261,18,9,25
9892,AP04881903,14,9,20
9893,AB92947100_f,30,9,21
9894,AB74486621,9,9,12
9895,AB92519305_f,36,9,21
9896,MB24775379_f,9,9,21
9897,MB88414854_f,9,9,21
9898,KB16239849_f,18,9,21
9899,SB22244585_f,9,9,21
9900,AB68256508,9,9,21
9901,MP04762054,13,9,2
9902,SP04916762_f,9,9,21
9903,SB22642310,22,9,21
9904,YP04915427_f,13,9,21
9905,AB68463362,15,9,6
9906,LB17129712_f,25,9,21
9907,AB72218244,12,9,12
9908,SB18923292_f,17,9,21
9909,SP04784456_f,11,9,21
9910,MB74520480_f,21,9,21
9911,KP04918330_f,9,9,21
9912,YB25027725_f,57,9,21
9913,SP04568915_f,9,9,21
9914,SP04900525,9,9,2
9915,MB72108558,36,9,24
9916,KB13327039_f,58,9,21
9917,AB84680394,13,9,6
9918,AB72218309,9,9,12
9919,KB16218022,58,9,30
9920,AB92551295_f,9,9,21
9921,YB28051028_f,18,9,21
9922,AB93524137,9,9,12
9923,MB78260380,13,9,20
9924,SP04889694,9,9,13
9925,AB67756818_f,18,9,21
9926,AB93525437,13,9,10
9927,SP04801386_f,9,9,21
9928,AB74360983,18,9,136
9929,MP04856363,9,9,5
9930,AB92541739_f,21,9,21
9931,AB65672428_f,9,9,21
9932,SB26036032_f,18,9,21
9933,SP04868727_f,9,9,21
9934,YP04922884_f,9,9,21
9935,SP04913557,13,9,12
9936,YP04562276_f,9,9,21
9937,SP04572732_f,25,9,21
9938,YP04925430_f,9,9,21
9939,MP04857579_f,9,9,21
9940,AB92352931_f,9,9,21
9941,MB76410239,9,9,21
9942,AP04642052_f,9,9,21
9943,SB24215981,10,9,20
9944,AB81406597,10,9,12
9945,YP04571982,13,9,8
9946,AB93579920,15,9,24
9947,YB27273014,9,9,21
9948,AB71161253_f,45,9,21
9949,SP04875637_f,9,9,21
9950,MB77674511,9,9,18
9951,SB22639093,26,9,21
9952,LB17868840_f,31,9,21
9953,AB67756656,9,9,21
9954,AP04581378_f,18,9,21
9955,SP04747984_f,17,9,21
9956,LB16528631_f,25,9,21
9957,LB17225551,53,9,16
9958,LB17612070,31,9,32
9959,AB67756805_f,15,9,21
9960,SP04707189,9,9,25
9961,AB74421712_f,11,9,21
9962,AB68406963_f,9,9,21
9963,SP04597776_f,9,9,21
9964,SB27924680,9,9,17
9965,SP04805500,13,9,5
9966,MP04773149,9,9,4
9967,AB69165397_f,16,9,21
9968,YP04543597,9,9,21
9969,SB28269522,15,9,17
9970,SP04596186_f,9,9,21
9971,MB72097685,36,9,24
9972,MB72097643_f,37,9,21
9973,AB72577202_f,49,9,21
9974,SP04679231_f,9,9,21
9975,MB25323005,9,9,21
9976,MB89980251,36,9,48
9977,MB84052773,12,9,24
9978,AB85448580,39,9,12
9979,AP04900250_f,9,9,21
9980,MB84048091,11,9,24
9981,SP04707190,13,9,25
9982,AB67756407_f,18,9,21
9983,YP04935944,9,9,2
9984,MB72097452_f,28,9,21
9985,SB28168076,23,9,100
9986,AB75367930,17,9,12
9987,MB86635318_f,16,9,21
9988,MP04604571_f,9,9,21
9989,MB58165573_f,11,9,21
9990,KB16264429,42,9,12
9991,KB15713861,41,9,6
9992,SB18922617_f,12,9,21
9993,KB15989954_f,18,9,21
9994,LP04934399,9,9,4
9995,SB21253247_f,18,9,21
9996,AB92292486,9,9,12
9997,SP04805463_f,9,9,21
9998,MP04642009,13,9,4
9999,SP04562733_f,9,9,21
10000,YP04917608,13,9,4
10001,MB80342018_f,45,9,21
10002,SB23793132,32,9,65
10003,LP04921202_f,9,9,21
10004,AB68463388_f,14,9,21
10005,AB88744281,18,9,18
10006,YP04572023,9,9,8
10007,SB17964566,22,9,40
10008,KP04922187,9,9,2
10009,SB17967482_f,9,9,21
10010,MB16194382_f,18,9,21
10011,YP04797635,13,9,10
10012,AB67927773_f,9,9,21
10013,YP04922247_f,9,9,21
10014,SP04889429,9,9,6
10015,LB18055076_f,36,9,21
10016,AP04881904,14,9,20
10017,SP04809577_f,9,9,21
10018,SP04892217_f,9,9,21
10019,AB72422344_f,33,9,21
10020,SB26873790,10,9,82
10021,SB28400239,10,9,13
10022,AP04781210,13,9,5
10023,YP04852854_f,9,9,21
10024,LB17925550_f,18,9,21
10025,MB80340573,36,9,36
10026,YP04938412_f,9,9,21
10027,SB28168267_f,18,9,21
10028,MB58165557_f,23,9,21
10029,YP04847666_f,9,9,21
10030,MB74521340_f,15,9,21
10031,AB74421521,23,9,13
10032,MB72097371_f,34,9,21
10033,SB26730422_f,9,9,21
10034,SB28886866,13,9,28
10035,SB28194901_f,24,9,21
10036,SP04801394,9,9,5
10037,AB90959909,14,9,12
10038,KP04918726,9,9,2
10039,MP04616721,9,9,2
10040,SP04889543_f,9,9,21
10041,KB13327013,28,9,12
10042,MB72108927,36,9,24
10043,LB16528660_f,27,9,21
10044,MB72097643,37,9,24
10045,MP04850201_f,9,9,21
10046,SB27235269,16,9,18
10047,AB75063865_f,10,9,21
10048,AB72481644_f,56,9,21
10049,SP04485705_f,9,9,21
10050,YP04802812,9,9,10
10051,YP04938237,9,9,2
10052,AB93524797,13,9,12
10053,MP04885685_f,13,9,21
10054,SP04800181_f,9,9,21
10055,AB79522454,63,9,12
10056,AB69031874,20,9,21
10057,AB71947202,10,9,10
10058,AB66296984,16,9,21
10059,AB65672237,9,9,21
10060,KB15384863_f,21,9,21
10061,AB71357012,14,9,21
10062,SP04562734,9,9,4
10063,MB29650224_f,21,9,21
10064,MP04773146,9,9,4
10065,YB27855377,18,9,40
10066,AB73516440_f,9,9,21
10067,SP04672291,9,9,24
10068,SB27615287,18,9,25
10069,SB23793077_f,13,9,21
10070,SP04913579_f,9,9,21
10071,AB72498666,49,9,36
10072,SP04784454_f,11,9,21
10073,SB28790525_f,16,9,21
10074,SB28194969,9,9,24
10075,MB72110766,31,9,24
10076,MB84557867,55,9,24
10077,LB16013625,9,9,4
10078,LB16459564,14,9,4
10079,MB80342018,40,9,36
10080,SP04805244_f,9,9,21
10081,YB25865806,24,9,21
10082,AP04930580_f,35,9,21
10083,MB25308389_f,10,9,21
10084,AB74421547_f,24,9,21
10085,SP04661374_f,9,9,21
10086,AP04503263,9,9,21
10087,SB28194354_f,13,9,21
10088,AB65672130_f,26,9,21
10089,AB88744278_f,18,9,21
10090,OB11421319_f,12,9,21
10091,MP04762056,9,9,2
10092,MB78346615,24,9,27
10093,MB72109405,31,9,24
10094,SB26036016_f,9,9,21
10095,AB72325810_f,9,9,21
10096,MB64749255,63,9,48
10097,MP04890562_f,13,9,21
10098,SB17963761_f,16,9,21
10099,AB74512511,9,9,16
10100,SB26730943_f,12,9,21
10101,YP04887673_f,9,9,21
10102,SP04671109_f,9,9,21
10103,MB86635509_f,16,9,21
10104,YB27272934,9,9,10
10105,SB27623716_f,18,9,21
10106,MP04900696,13,9,4
10107,AB88744252,16,9,18
10108,SB27675515_f,22,9,21
10109,LB17473316_f,35,9,21
10110,SB26036029_f,18,9,21
10111,MP04814184_f,9,9,21
10112,SP04583047,9,9,10
10113,SB21231748,18,9,80
10114,MP04814182_f,9,9,21
10115,MB12052046_f,28,9,21
10116,YP04855354,13,9,6
10117,AB69707467_f,9,9,21
10118,SB28012591_f,22,9,21
10119,YP04916748,9,9,4
10120,SB27945067_f,9,9,21
10121,SB15192301_f,9,9,21
10122,SB27944990_f,22,9,21
10123,KB16264429_f,40,9,21
10124,YP04917606_f,17,9,21
10125,YP04562269_f,9,9,21
10126,MB16194324,13,9,72
10127,MB24775625,13,9,24
10128,SP04785908_f,9,9,21
10129,SP04911120_f,9,9,21
10130,AB93524959_f,13,9,21
10131,SP04801386,9,9,5
10132,SP04702128,9,9,10
10133,KP04871318,13,9,3
10134,SP04811312_f,9,9,21
10135,SB28269205_f,9,9,21
10136,SP04889630,9,9,15
10137,MB14488867_f,13,9,21
10138,KB16218116_f,58,9,21
10139,LB16528495_f,31,9,21
10140,SP04707189_f,9,9,21
10141,LB16918047_f,17,9,21
10142,MB58983836_f,33,9,21
10143,AB93360618_f,75,9,21
10144,LB17783093_f,45,9,21
10145,AP04581404,21,9,8
10146,MB25323979_f,17,9,21
10147,MB78346987_f,24,9,21
10148,AB67756805,15,9,21
10149,AB72498514,45,9,36
10150,MP04549059_f,9,9,21
10151,SP04596186,9,9,2
10152,MP04835208_f,17,9,21
10153,LB15815578_f,16,9,21
10154,SP04911127_f,9,9,21
10155,SP04677099_f,9,9,21
10156,KP04780047,9,9,4
10157,AB72218228,11,9,12
10158,AP04503257_f,9,9,21
10159,SP04801395_f,9,9,21
10160,YP04863346_f,9,9,21
10161,YP04938505_f,21,9,21
10162,SP04847929,9,9,8
10163,AB68463359,16,9,6
10164,AB71161253,45,9,144
10165,MP04885700_f,13,9,21
10166,SP04502622_f,22,9,21
10167,AB67927692,23,9,21
10168,AB71286947,9,9,21
10169,SP04672292,9,9,24
10170,LB17559036,43,9,24
10171,YP04872475_f,9,9,21
10172,AB68777566,13,9,12
10173,SB26334352,26,9,100
10174,AB74379178_f,20,9,21
10175,SB28194354,13,9,40
10176,SP04911128_f,9,9,21
10177,MB65236615_f,20,9,21
10178,AP04894316,42,9,18
10179,AB72048618_f,12,9,21
10180,AB67756795_f,11,9,21
10181,AB68406963,9,9,21
10182,LP04914521,13,9,6
10183,SB26730118,18,9,14
10184,SP04847928,9,9,8
10185,AB86741406_f,11,9,21
10186,AB84364542,36,9,72
10187,SB21238301_f,9,9,21
10188,AB91054609,21,9,12
10189,AB88712051_f,16,9,21
10190,SB22642349_f,21,9,21
10191,MB94462777,94,9,21
10192,AP04826738,43,9,15
10193,YP04543579_f,11,9,21
10194,AB64646413_f,9,9,21
10195,MB70165292,20,9,6
10196,OB11421432_f,15,9,21
10197,MB84046459,11,9,24
10198,YB27249433_f,25,9,21
10199,MB14550928_f,24,9,21
10200,SB26996525_f,18,9,21
10201,SB27621323,9,9,25
10202,MB70302152,29,9,28
10203,SP04888628,9,9,18
10204,MB78318261,17,9,25
10205,SB21231447,9,9,100
10206,MP04864953,9,9,2
10207,MB71646749_f,13,9,21
10208,AB71947338_f,10,9,21
10209,YB27159675,18,9,24
10210,SB99812199,18,9,21
10211,SB27965500_f,9,9,21
10212,KB16210460_f,38,9,21
10213,SB23794500_f,12,9,21
10214,AB92958720,31,9,10
10215,KP04859743,9,9,8
10216,AB93167769,13,9,6
10217,LP04897984_f,9,9,21
10218,MB78318384_f,17,9,21
10219,SB25133169,9,9,36
10220,YP04887659_f,9,9,21
10221,YB26053882_f,10,9,21
10222,MB74523869,66,9,40
10223,LB17868866,24,9,8
10224,LB17490894,33,9,6
10225,AB70898064,31,9,213
10226,MP04885770,9,9,8
10227,MB25334887_f,11,9,21
10228,SB28269108_f,13,9,21
10229,SB22244307,9,9,14
10230,MB77673428,16,9,24
10231,SB27615287_f,18,9,21
10232,AB72167719,11,9,6
10233,SP04732335_f,9,9,21
10234,MP04773147,9,9,4
10235,YP04917614_f,9,9,21
10236,SB27971675,9,9,30
10237,MB12052046,28,9,70
10238,SP04940974_f,9,9,21
10239,SP04888514_f,9,9,21
10240,SP04867600_f,9,9,21
10241,SB21232239_f,9,9,21
10242,AB90545070,36,9,6
10243,MP04856354,9,9,5
10244,LB16528767,22,9,6
10245,LP04915403_f,9,9,21
10246,SB21235841_f,18,9,21
10247,YB27272963_f,17,9,21
10248,MB24614618,26,9,48
10249,MB72109405_f,33,9,21
10250,SB27621200_f,18,9,21
10251,AB69496150_f,12,9,21
10252,SB28886772_f,9,9,21
10253,SB24348036,17,9,70
10254,SB24348104_f,11,9,21
10255,AB69496118,14,9,21
10256,MB60390831_f,9,9,21
10257,MP04900741,13,9,4
10258,SB27975299_f,9,9,21
10259,SB27965377,9,9,33
10260,AB72657944_f,15,9,21
10261,SP04783723,9,9,4
10262,SB16718399_f,11,9,21
10263,SP04857000_f,13,9,21
10264,YB28358815_f,14,9,21
10265,KB13327013_f,21,9,21
10266,SB26036045_f,9,9,21
10267,MB78256747,13,9,12
10268,MB16194502,13,9,72
10269,SB26731544_f,9,9,21
10270,MP04845428_f,13,9,21
10271,MB89981975,35,9,70
10272,SB28168270_f,18,9,21
10273,MB16194382,18,9,72
10274,YP04562274_f,9,9,21
10275,MB65263293,17,9,8
10276,YP04745577,13,9,2
10277,SB17964964_f,14,9,21
10278,SB25132526,20,9,36
10279,SP04855938_f,13,9,21
10280,YP04917593_f,9,9,21
10281,AB72577341,42,9,57
10282,MP04762055_f,29,9,21
10283,SP04768752_f,9,9,21
10284,MB70164934,18,9,6
10285,YB26849106_f,62,9,21
10286,AB68256090_f,9,9,21
10287,LB16013625_f,9,9,21
10288,MB61367504_f,18,9,21
10289,LB17744993,19,9,12
10290,SP04796391_f,17,9,21
10291,SP04772165_f,9,9,21
10292,MB25325825,9,9,20
10293,AB72046571_f,14,9,21
10294,YP04847674_f,9,9,21
10295,MP04896026,17,9,10
10296,MB25312320_f,18,9,21
10297,KP04918722,9,9,8
10298,SP04906783,9,9,12
10299,YP04914375_f,9,9,21
10300,YP04887651_f,9,9,21
10301,AB84364720_f,50,9,21
10302,YB27741452,18,9,48
10303,MP04549054,9,9,12
10304,LB16487057,13,9,21
10305,LB16963979,36,9,24
10306,SP04913570_f,9,9,21
10307,SP04911120,9,9,12
10308,AB72218257,13,9,12
10309,SP04866956,9,9,36
10310,MP04380336_f,9,9,21
10311,AB88744278,18,9,18
10312,YB26255813,15,9,12
10313,MB25312867,9,9,11
10314,SB23793093,14,8,65
10315,SB28013082_f,8,8,21
10316,SP04562730_f,12,8,21
10317,AB71059394_f,24,8,21
10318,MB71281104,91,8,60
10319,SB18921676_f,29,8,21
10320,AB86075295,8,8,12
10321,AB93524234_f,8,8,21
10322,YP04802815,8,8,10
10323,LB17344393,8,8,2
10324,SB27971701_f,12,8,21
10325,YP04831444,9,8,18
10326,SB20735669,12,8,30
10327,MB70302097_f,36,8,21
10328,YB27702608,13,8,36
10329,SB21238301,8,8,72
10330,MP04900692,8,8,4
10331,MB65966121,15,8,12
10332,SB21252581_f,16,8,21
10333,SB15192275_f,8,8,21
10334,SB18922675,18,8,80
10335,MP04129396,12,8,21
10336,SB24348081,12,8,70
10337,MB69332861,8,8,5
10338,AB76600243_f,51,8,21
10339,MB16187234,20,8,72
10340,AB84319296_f,23,8,21
10341,AB73516819_f,16,8,21
10342,MP04885685,12,8,8
10343,YB27272934_f,8,8,21
10344,SB18921676,18,8,100
10345,MP04642001_f,8,8,21
10346,SP04729967_f,8,8,21
10347,MB13130035,9,8,36
10348,MB84051554_f,10,8,21
10349,AB68199364_f,8,8,21
10350,AB84364720,40,8,72
10351,AB75063755,21,8,12
10352,YB25865819,30,8,21
10353,SP04876189,8,8,2
10354,MB76763038_f,8,8,21
10355,YB27663129,16,8,36
10356,SP04875639_f,8,8,21
10357,MP04549058_f,8,8,21
10358,AB74421534_f,22,8,21
10359,KP04804815_f,8,8,21
10360,MP04762055,16,8,2
10361,MB77672665_f,8,8,21
10362,MP04710964_f,11,8,21
10363,SP04915337,8,8,12
10364,MP04773136_f,8,8,21
10365,SP04899850_f,8,8,21
10366,SP04893483_f,12,8,21
10367,YP04935285,8,8,2
10368,SP04799212,16,8,2
10369,LB17972503_f,16,8,21
10370,SP04671108_f,8,8,21
10371,KP04855419,8,8,6
10372,MB72111040_f,32,8,21
10373,AB92806209_f,9,8,21
10374,SP04889750,12,8,13
10375,SP04913508,8,8,2
10376,SB18922730,14,8,80
10377,AB72167887,11,8,6
10378,AB93495570_f,34,8,21
10379,MB73151957_f,8,8,21
10380,AB92842360,18,8,12
10381,YP04833588_f,11,8,21
10382,MB94462777_f,80,8,21
10383,AB81409617,12,8,12
10384,SP04882668_f,8,8,21
10385,MB72100970,32,8,24
10386,LB16013214,9,8,4
10387,SB26334352_f,16,8,21
10388,MB14490114,12,8,36
10389,KP04908129,12,8,8
10390,SP04816403_f,8,8,21
10391,AP04911783,8,8,10
10392,SB28400912_f,8,8,21
10393,MP04503116,12,8,21
10394,SB28536789,8,8,26
10395,MP04885852,8,8,8
10396,MP04904865_f,8,8,21
10397,MP04835194,8,8,4
10398,MP04604572,12,8,4
10399,AB81406623_f,13,8,21
10400,MB81566314,12,8,20
10401,AB73112459_f,14,8,21
10402,MB94985131,12,8,24
10403,LP04521516_f,8,8,21
10404,MB44514222,13,8,21
10405,MB70164989,13,8,6
10406,LB17629762_f,10,8,21
10407,SB26873787_f,8,8,21
10408,SP04734446_f,8,8,21
10409,SP04822975_f,8,8,21
10410,YP04859882,8,8,9
10411,AB68463294,11,8,6
10412,MB70165182_f,10,8,21
10413,MB16184415,12,8,72
10414,SB14739150,12,8,21
10415,LB17783530_f,48,8,21
10416,MP04856354_f,8,8,21
10417,SP04867379,8,8,4
10418,MB65830587,8,8,8
10419,MB70165085,12,8,6
10420,MB93720999,8,8,72
10421,AB68463100,14,8,6
10422,SP04848236,12,8,12
10423,MB84052757,10,8,24
10424,YP04703889,8,8,6
10425,SP04913554,8,8,12
10426,LB17783417,44,8,8
10427,SP04913573_f,12,8,21
10428,AB71354963_f,16,8,21
10429,SB17966441,12,8,67
10430,MB90475917_f,32,8,21
10431,AB73110613_f,32,8,21
10432,MB13129907_f,34,8,21
10433,AB72836260_f,8,8,21
10434,AB73515797_f,15,8,21
10435,AB93256463_f,26,8,21
10436,SP04906783_f,8,8,21
10437,MB59815754_f,8,8,21
10438,MP04850201,8,8,2
10439,MB65237779,16,8,10
10440,SP04892949_f,16,8,21
10441,SB27945054,8,8,19
10442,SB21230969_f,16,8,21
10443,KP04920202_f,11,8,21
10444,SB26730105,8,8,13
10445,SP04888611,8,8,15
10446,SB28887182,8,8,26
10447,AB72168789,12,8,6
10448,MB13129907,32,8,36
10449,MP04710964,14,8,4
10450,AP04781210_f,16,8,21
10451,YB27855377_f,20,8,21
10452,SB23794500,10,8,65
10453,YB27159620_f,16,8,21
10454,MP04912003_f,8,8,21
10455,SP04812260,8,8,30
10456,AB75070492,11,8,6
10457,LP04921200,8,8,4
10458,AB74421521_f,18,8,21
10459,SB28605351_f,8,8,21
10460,AB69496176,9,8,21
10461,MB28834928_f,98,8,21
10462,AB71357083,16,8,21
10463,MB78259883,22,8,30
10464,YP04572006_f,10,8,21
10465,LB16781371_f,32,8,21
10466,MB25753374,9,8,40
10467,KB13326797,35,8,24
10468,YP04797606,8,8,4
10469,SP04695579,8,8,2
10470,MB86635211_f,8,8,21
10471,SB24217659,8,8,20
10472,MB13130307_f,19,8,21
10473,YP04734533,8,8,4
10474,AB71134701,14,8,21
10475,MP04885854,8,8,8
10476,MB13139722,9,8,36
10477,KP04859743_f,8,8,21
10478,AB91097336_f,8,8,21
10479,SB27924884_f,29,8,21
10480,YP04802814,12,8,10
10481,MB65830752_f,13,8,21
10482,LB17225551_f,52,8,21
10483,SB29030844,18,8,21
10484,MP04900700,12,8,4
10485,SB25133127_f,16,8,21
10486,SP04882329,8,8,2
10487,KB16239742,24,8,50
10488,AB72046555_f,8,8,21
10489,YP04917786,8,8,2
10490,MB84047254,14,8,24
10491,AB79564014_f,35,8,21
10492,MB78346440,21,8,21
10493,SB27945025,12,8,25
10494,AB73112527,12,8,14
10495,AB74422119_f,16,8,21
10496,SB29030585,8,8,13
10497,SP04868727,8,8,27
10498,AB93525518,8,8,10
10499,LB17403409,35,8,24
10500,MB86639796_f,14,8,21
10501,YB28358828_f,10,8,21
10502,AB75063771_f,12,8,21
10503,MB86640604_f,8,8,21
10504,SP04925833,8,8,2
10505,MP04885705,8,8,8
10506,MB73485979,38,8,40
10507,MB22360346,22,8,19
10508,SP04262555,8,8,18
10509,MP04773135,8,8,4
10510,YP04917533,12,8,4
10511,MB88016650,14,8,12
10512,YB25830226_f,16,8,21
10513,YP04847690,12,8,100
10514,MB72097397,32,8,24
10515,MB84053196,8,8,24
10516,SB26952116_f,20,8,21
10517,AB74440243_f,38,8,21
10518,SP04791464_f,8,8,21
10519,SP04911118_f,8,8,21
10520,SB24217413,9,8,20
10521,SP04572732,16,8,12
10522,AB68531935_f,56,8,21
10523,MP04773148,12,8,4
10524,SB25133253_f,8,8,21
10525,YP04847684_f,8,8,21
10526,AB75070476_f,13,8,21
10527,AB68410483_f,12,8,21
10528,SP04783721_f,8,8,21
10529,SB28194914,19,8,36
10530,MB78254558_f,17,8,21
10531,MB24775120_f,16,8,21
10532,MB68635420_f,8,8,21
10533,YP04935301_f,8,8,21
10534,AB75063771,13,8,12
10535,SB21231010_f,16,8,21
10536,AB75063784_f,8,8,21
10537,YP04831884,12,8,35
10538,SP04840596_f,9,8,21
10539,MB13130307,15,8,36
10540,SB15191823_f,11,8,21
10541,KB15537416_f,32,8,21
10542,SB26730451_f,8,8,21
10543,MB61358296_f,20,8,21
10544,AP04375127_f,16,8,21
10545,SB25133130_f,16,8,21
10546,AB72046539_f,8,8,21
10547,SB26996525,16,8,18
10548,YB26792855,14,8,36
10549,SB21235058,20,8,72
10550,KB15384889_f,17,8,21
10551,YP04747086,8,8,4
10552,AB93296106,14,8,12
10553,AB93525547_f,8,8,21
10554,MB95044288_f,8,8,21
10555,AP04826736,32,8,15
10556,AP04581375,25,8,48
10557,SB28013040,12,8,30
10558,AB72962105,8,8,6
10559,SB20735740,16,8,30
10560,SB28887218_f,8,8,21
10561,SP04485702,8,8,4
10562,AP04930580,30,8,24
10563,AB72046539,8,8,8
10564,AB88720454,18,8,12
10565,AB91672748_f,19,8,21
10566,SB22642307_f,18,8,21
10567,AB73113487_f,12,8,21
10568,MB70165043_f,10,8,21
10569,KB15384863,19,8,6
10570,MB72097342_f,32,8,21
10571,SP04691814,8,8,25
10572,SB28400585_f,19,8,21
10573,SP04805521_f,8,8,21
10574,MB70544282,38,8,24
10575,LB16013175,9,8,4
10576,SB28168063,14,8,100
10577,AB75063878,21,8,12
10578,AB92842360_f,12,8,21
10579,AB93166184,8,8,6
10580,AB93524140,8,8,12
10581,YP04922247,8,8,2
10582,MB77674511_f,8,8,21
10583,YB26053882,10,8,21
10584,AB84139845_f,12,8,21
10585,AB75063881_f,17,8,21
10586,SP04768760,16,8,10
10587,LP04881608,12,8,4
10588,MP04856363_f,8,8,21
10589,MB29647622,23,8,21
10590,MB13139557,9,8,36
10591,AB67927472_f,13,8,21
10592,AB68405663_f,8,8,21
10593,AP04756386_f,9,8,21
10594,MB64749255_f,56,8,21
10595,AB74440227,56,8,24
10596,MB64749611,55,8,48
10597,SB26996512_f,16,8,21
10598,AB74453955_f,8,8,21
10599,SP04784312,8,8,2
10600,AB93524784,8,8,12
10601,MB68634162_f,11,8,21
10602,SP04848945_f,8,8,21
10603,MB44514222_f,10,8,21
10604,LB18107157,32,8,6
10605,MB84051826,8,8,24
10606,SB28269551_f,10,8,21
10607,AB88714826_f,17,8,21
10608,MP04885848_f,11,8,21
10609,MP04900696_f,16,8,21
10610,AB91919058,26,8,24
10611,SB28269470,16,8,32
10612,MB25323979,12,8,18
10613,MB25752760,19,8,40
10614,AB72422344,19,8,12
10615,MB59816465,17,8,27
10616,AB88672612_f,16,8,21
10617,YB27159743,20,8,24
10618,SB24348094,15,8,70
10619,SP04695579_f,8,8,21
10620,SP04894146_f,8,8,21
10621,SB26996444_f,16,8,21
10622,SB26952064_f,16,8,21
10623,LB15299851_f,15,8,21
10624,AB85064265,17,8,12
10625,SP04679231,8,8,20
10626,SB28886785_f,10,8,21
10627,LP04881333_f,8,8,21
10628,SB27235256,16,8,18
10629,SB28887221_f,8,8,21
10630,SB27621284_f,8,8,21
10631,KP04918724_f,8,8,21
10632,KP04804037,8,8,8
10633,SP04800012_f,8,8,21
10634,MB75917584,12,8,18
10635,YP04847678_f,8,8,21
10636,SP04805238_f,16,8,21
10637,SP04597771_f,8,8,21
10638,KB16218080_f,49,8,21
10639,SP04837734,8,8,2
10640,LB17745112,22,8,12
10641,SB28269331,14,8,15
10642,MB78318106_f,8,8,21
10643,YB27702585,15,8,36
10644,SB26730956_f,11,8,21
10645,AB84138820_f,16,8,21
10646,AB84138875_f,8,8,21
10647,MB84054043_f,12,8,21
10648,YP04847684,12,8,100
10649,SB28749961,12,8,98
10650,MB84051978,12,8,24
10651,SP04867379_f,8,8,21
10652,MB68276410,34,8,24
10653,LB17313104,35,8,12
10654,YP04802813,8,8,10
10655,SP04889626_f,8,8,21
10656,AB68462981,14,8,6
10657,MB72097562,30,8,24
10658,SB15191247,8,8,21
10659,MB72108558_f,32,8,21
10660,SB23793132_f,32,8,21
10661,MB71280914,99,8,60
10662,SP04935109_f,8,8,21
10663,MB94452431_f,73,8,21
10664,AB74421767_f,8,8,21
10665,SB27965490_f,8,8,21
10666,SB28014146_f,12,8,21
10667,SP04562732_f,8,8,21
10668,SP04907318_f,8,8,21
10669,AB73516767_f,12,8,21
10670,MB68634175_f,11,8,21
10671,MB64745864,56,8,24
10672,SB27924907_f,20,8,21
10673,AB68256058_f,13,8,21
10674,AB92350823,8,8,11
10675,MB74520299_f,19,8,21
10676,SP04625584_f,8,8,21
10677,MB13130035_f,9,8,21
10678,MB72100886,36,8,24
10679,AB88462259,8,8,10
10680,AB72483600_f,55,8,21
10681,LB16467129_f,16,8,21
10682,LP04881610_f,8,8,21
10683,SP04726644,12,8,11
10684,MP04604572_f,16,8,21
10685,MP04885702_f,16,8,21
10686,YB27087886_f,32,8,21
10687,MP04856371_f,8,8,21
10688,SP04855935_f,8,8,21
10689,MB13137805,9,8,36
10690,SP04661373,8,8,16
10691,SB27918298,9,8,20
10692,YB28051031,17,8,71
10693,MB66079907,11,8,16
10694,MB69427941,13,8,40
10695,AB90824429_f,40,8,21
10696,SB23793064,12,8,65
10697,AB84119920_f,8,8,21
10698,LP04862500,12,8,6
10699,MP04900758_f,8,8,21
10700,KP04918727,8,8,2
10701,MB70533138,35,8,24
10702,LB16528576,23,8,6
10703,SP04904811_f,8,8,21
10704,AB72498705,36,8,24
10705,MB40617712,64,8,21
10706,LB17808075,20,8,12
10707,YP04916747,8,8,4
10708,AP04581380_f,11,8,21
10709,LB16459548,15,8,12
10710,MP04870686,8,8,4
